County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,EBT/SNAP,Latitude,Longitude,Location Points
Cortland,City of Cortland Farmers' Market,Main St. btwn Court & Orchard Sts.,Main St and Orchard St,Cortland,NY,13045,Joan Franklin,6077493424,,Tue/Sat  8am-2pm,June 3 - October 28,M,Y,Y,42.60028,-76.18044,"(42.60028, -76.18044)"
Cortland,Homer Farmers' Market,Homer Village GreenBtwn Cayuga & Park Sts.,South Main St and Central Park Pl,Homer,NY,13077,Tina Minervini,6075915979,http://www.homerfarmersmarket.com,Sat  9am-1pmWed  4:30pm-7pm,May 10 - October 25,P/M,Y,Y,42.63595,-76.17869,"(42.63595, -76.17869)"
Cortland,Virgil Farmers' Market,4 Corners,Route 215 and Route 392,Virgil,NY,13045,Christine Applegate,6078356205,,Saturday  9am-12 Noon,June 14 - October 11,M,Y,Y,42.51057,-76.19472,"(42.51057, -76.19472)"
Delaware,Deposit Farmers' Market,"First United Methodist ChurchWIC Clinic, 107 Second St.",107 Second St,Deposit,NY,13754,Jeanne Darling,6078656531,http://www.ccedelaware.org,Thursday  10am-2pm,Aug 21 & Sep 18,M,Y,N,42.06233,-75.4249,"(42.06233, -75.4249)"
Delaware,Hobart Community Farmers' Market,"Stamford Town Hall Green,101 Maple Ave., Village of Hobart",101 Railroad Ave,Hobart,NY,12167,Andrew Flach,9178854490,http://www.hobartfarmersmarket.com,Friday  4pm-7pm,June 6 - September 26,M,Y,N,42.40471,-74.6262,"(42.40471, -74.6262)"
Delaware,Pakatakan Farmers' Market,Round Barn of Halcottville 46696 State Hwy 30btwn Margaretville & Roxbury,46696 State Route 30,Margaretville,NY,12455,Georgianna Fairlie,8452544290,http://roundbarnfarmersmkt.org,Saturday  9am-2pm,May 17 - October 11,P/M,Y,N,42.14907,-74.64738,"(42.14907, -74.64738)"
Delaware,Sidney Farmers' Market,Video Entertainment Plus parking lot 89 Main St.,89 Main St,Sidney,NY,13838,Jeanne Darling,6078656531,http://www.ccedelaware.org,Tuesday  10am-2pm,July 1 - September 30,M,Y,N,42.31426,-75.39045,"(42.31426, -75.39045)"
Delaware,Walton Farmers' Market,UHS Delaware Valley Hospital 2 Titus Place,2 Titus Place,Walton,NY,13856,Jeanne Darling,6078656531,http://www.ccedelaware.org,1st & 3rd Wed 10am-2pm,July 2 - October 15,M,Y,N,42.16464,-75.12792,"(42.16464, -75.12792)"
Dutchess,Amenia WINTER Farmers' Market,"Gymnasium, Town Hall",4988 Route 22,Amenia,NY,12501,Sophie Purdy Meili,8453734411,http://www.ameniafarmersmarket.com,"Saturday 10am - 2pm Every Saturday, Nov-Dec 1st &3rd Saturday, Jan-Apr",November - April,X/W/P,N,N,41.85134,-73.55493,"(41.85134, -73.55493)"
Dutchess,Arlington Farmers' Market,"Vassar College Alumni Lawn, 123 Raymond Ave. Poughkeepsie",123 Raymond Ave,Poughkeepsie,NY,12603,Bob Legacy,8454712863,http://www.arlingtonhasit.org,Thursday  3pm-7pm,June 5 - October 30,M,Y,N,41.68187,-73.89636,"(41.68187, -73.89636)"
Dutchess,Beacon Farmers' Market,"Riverside, pier across from train stationBy Long Dock Park, near Red Barn(Indoor - Scenic Hudson River Center)",55 Red Flynn Dr,Beacon,NY,12508,Dana O'Malley,8452349325,http://www.thebeaconfarmersmarket.com,Sunday  11am-3pm,Year-round,YR,N,Y,41.50576,-73.9854,"(41.50576, -73.9854)"
Dutchess,Hyde Park Farmers' Market,"Hyde Park Town Hall,4383 Route 9",4383 Route 9,Hyde Park,NY,12538,Dot Chenevert,8452299336,http://www.hydeparkfarmersmarket.org,Saturday  9am-2pm,June 6 - October 25,M,N,N,41.79069,-73.93645,"(41.79069, -73.93645)"
Dutchess,Millerton WINTER Farmers' Market,North East Community Ctr51 South Center Street,51 South Center Street,Millerton,NY,12546,Betsey McCall,5187894259,http://www.neccmillerton.org,"Saturday 10am - 2pmEvery Saturday, Nov - Dec2nd & 4th Saturday, Jan - Apr",November - April,X/W/P,N,Y,41.95288,-73.51083,"(41.95288, -73.51083)"
Dutchess,Pawling Farmers' Market,Pawling Village Green Charles Colman Blvd.,"Village Green, Charles Colman Blvd.",Pawling,NY,12564,Terry Deegan,9172244801,http://www.pawlingfarmersmarket.org,Saturday  9am-12 Noon,June 21 - September 20,M,Y,N,41.56315,-73.60143,"(41.56315, -73.60143)"
Dutchess,Rhinebeck Farmers' Market,"Municipal lot, 61 E. Market St.",61 East Market St,Rhinebeck,NY,12572,Cheryl Paff,9176921274,http://www.rhinebeckfarmersmarket.com,Sunday  10am-2pm,May 11 - November 23,P/M,Y,N,41.92738,-73.91021,"(41.92738, -73.91021)"
Dutchess,Rhinebeck WINTER Farmers' Market,"Town Hall, 80 E. Market St",80 East Market Street,Rhinebeck,NY,12572,Cheryl Paff,9176921274,http://www.rhinebeckfarmersmarket.com,Alternate Sundays 10am - 2pm,December 7 - April 26,X/W/P,N,N,41.92677,-73.90896,"(41.92677, -73.90896)"
Dutchess,Vassar College Winter Sun Farms WINTER Farmers' Market,"Vassar College, Raymond Ave.Poughkeepsie",124 Raymond Ave,Poughkeepsie,NY,12601,Mary Woodburn,3477217386,,"Monthly, 3rd Saturday 10am - 1pmDec 17, Jan 21, Feb 18, Mar 17, Apr 21",December - April,X/W/P,N,N,41.686,-73.89745,"(41.686, -73.89745)"
Erie,Alden Farmers' Market,13119 Broadway (Route 20)btwn Tractor Supply & Save a Lot,13119 Broadway,Alden,NY,14004,Nancy Hughes,7169370103,http://www.aldenny.org,Saturday  8:30am-1pm,May 17 - October 11,P/M,Y,N,42.89784,-78.49904,"(42.89784, -78.49904)"
Erie,Buffalo/Clinton Bailey Farmers' Market,1443-1517 Clinton St. corner of Clinton & Bailey Sts.,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7168222466,,Saturday* 6am - 3pmSun - Friday 8am - 5pm(Winter-Sat* Only 6-12)(* EBT/FMNP Accepted),Year-round,YR,Y,Y,42.87205,-78.81998,"(42.87205, -78.81998)"
Erie,Buffalo/University Community Farmers' Market,University at Buffalo - South Campus Main Street at Englewood Ave.,Main St and Kenmore Ave,Buffalo,NY,14214,Linwood Roberts,7168293524,http://www.ourheights.org/farmersmarket,Saturday  8am-1pm,May 17 - October 18,P/M,Y,N,42.95764,-78.81852,"(42.95764, -78.81852)"
Erie,Clarence Hollow Farmers' Market,Town parking lot 10717 Main St. (Rt. 5),10717 Main St,Clarence,NY,14031,Cheryl Anthony,7167591075,http://www.clarencehollow.org,Saturday  8am-1pm,June 7 - October 25,M,Y,N,42.9808,-78.58904,"(42.9808, -78.58904)"
Erie,Downtown Buffalo Country Market,"Buffalo Place, Main St. btwn Court & Church Sts.",Main St and Church St,Buffalo,NY,14202,Jackie Jonmaire,7168563150,http://www.buffaloplace.com,Tue/Thu  8am-2:30pm,May 15 - October 23,P/M,Y,N,42.88316,-78.87526,"(42.88316, -78.87526)"
Erie,East Aurora Farmers' Market,Aurora Village (TOPS) Plaza Grey St.,123 Grey St,East Aurora,NY,14052,Carolyn Husarek,7166520951,http://www.eastaurorafarmersmarket.com,Sat/Wed  7am-1pm,May - November,P/M,Y,N,42.76593,-78.63413,"(42.76593, -78.63413)"
Erie,Elmwood-Bidwell Farmers' Market,Elmwood Village Elmwood Ave & Bidwell Pkwy,Elmwood Ave and Bidwell Pkwy,Buffalo,NY,14222,Karen Vilonen,7166915388,http://www.elmwoodmarket.org,Saturday  8am-1pm,May 10 - November 29,P/M/X,Y,Y,42.92371,-78.87702,"(42.92371, -78.87702)"
Erie,Holland Farmers' Market,"Municipal lot, Route 16btwn Fire Hall & Ronnie's Pizzeria",49 North Main St,Holland,NY,14080,Marg Wnek,7165379590,,Sunday  8:30am-2pm,May 4 - November 23,P/M,Y,N,42.64204,-78.543,"(42.64204, -78.543)"
Erie,Kenmore Farmers' Market,"2919 Delaware Ave.,at Delaware Rd.",2919 Delaware Ave,Buffalo,NY,14217,Katie Burd,7168741784,,Saturday  8am-12:30pm,June 22 - October 26,M,N,N,42.96362,-78.8698,"(42.96362, -78.8698)"
Erie,MAP Delevan Grider Mobile Market,877 East Delevan Ave. Buffalo,877 E Delavan Avenue,Buffalo,NY,14215,Danielle Rovillo,7168825327,http://www.mass-ave.org,Alt. Wed 12 Noon-3pm,June 4 - October 29,M,Y,Y,42.92207,-78.82407,"(42.92207, -78.82407)"
Erie,MAP ELIM Mobile Market,70 Chalmers Ave Buffalo,70 Chalmers Avenue,Buffalo,NY,14214,Danielle Rovillo,7168825327,http://www.mass-ave.org,Thursday  4:30pm-6:30pm,June 5 - October 30,M,Y,Y,42.93819,-78.8358,"(42.93819, -78.8358)"
Erie,MAP Farmers' Market,Massachusetts Ave.,389 Massachusetts Avenue,Buffalo,NY,14213,Diane Picard,7168825327,http://www.mass-ave.org,Tuesday 3:30pm-6:30pmSaturday 10am-1pm,May 3 - November 1,P/M,Y,N,42.9128,-78.88781,"(42.9128, -78.88781)"
Erie,MAP Harmac Mobile Market,2201 Bailey Ave Buffalo,2201 Bailey Ave,Buffalo,NY,14211,Danielle Rovillo,7168825327,http://www.mass-ave.org,Alt. Friday  11am-1pm,June 6 - October 31,M,Y,Y,42.91408,-78.81292,"(42.91408, -78.81292)"
Erie,MAP Resurrection Mobile Market,3 Doat Street Buffalo,3 Doat Street,Buffalo,NY,14211,Danielle Rovillo,7168825327,http://www.mass-ave.org,Alt. Friday  11am-1pm,June 6 - October 31,M,Y,Y,42.90973,-78.8208,"(42.90973, -78.8208)"
Erie,MAP St. Lawrence Mobile Market,1520 East Delevan Ave Buffalo,1520 East Delavan Avenue,Buffalo,NY,14215,Danielle Rovillo,7168825327,http://www.mass-ave.org,Alt. Wed  12 Noon-3pm,June 4 - October 29,M,Y,Y,42.92326,-78.80043,"(42.92326, -78.80043)"
Erie,Springville/Gentner Farmers' Market,"Gentner Auction, 341 W. Main St. (Rt. 39)",341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,,Wed  7am - 3pm,Year-round,YR,Y,N,42.50906,-78.67989,"(42.50906, -78.67989)"
Erie,Williamsville Mill Farmers' Market,56 E. Spring St. Williamsville,56 East Spring St,Williamsville,NY,14221,Ellie Grenauer,7169846572,http://www.williamsvillefarmersmarket.com,Saturday  8am-12:30pm,May 17 - October 25,P/M,Y,N,42.96368,-78.74459,"(42.96368, -78.74459)"
Essex,Elizabethtown Farmers' Market,Behind Adirondack Center Museum,7590 Court St,Elizabethtown,NY,12932,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Friday  9am-1pm,May 16 - October 10,P/M,Y,N,44.21505,-73.59094,"(44.21505, -73.59094)"
Essex,Farm Fresh Fridays,"Green Goddess Natural Market 2051 Saranac Avenue, Lake Placid",2051 Saranac Avenue,Lake Placid,NY,12946,Beth Spaugh,5186437822,http://www.plattsburghfarmersmarket.com,Every other Friday 3pm -7pm,June 7 - September 24,M,N,N,44.29559,-73.99913,"(44.29559, -73.99913)"
Essex,Keene Farmers' Market,"Rt. 73, Marcy Airfield 1 mi S of Rt. 9N jct.",2253 State Route 73,Keene Valley,NY,12943,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,June 15 - October 12,M,Y,N,44.22067,-73.78561,"(44.22067, -73.78561)"
Essex,Lake Placid Farmers' Market,"Lake Placid Center for the Arts 17 Algonquin Dr., upper parking lot",17 Algonquin Dr,Lake Placid,NY,12946,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Wednesday  9am-1pm,June 25 - October 8,M,Y,N,44.29367,-73.99766,"(44.29367, -73.99766)"
Essex,Lake Placid Tri-Lakes Online WINTER Market,"Drop-off at Green Goddess Foods183 Newman Road, Lake Placid",183 Sentinel Rd,Lake Placid,NY,12946,Sam Hendren,5185247247,http://www.ausablevalleygrange.com,2nd & 4th Wednesday12 Noon - 6:30pm,November - May,X/W/P,N,N,44.2703,-73.98212,"(44.2703, -73.98212)"
Essex,Port Henry Farmers' Market,Bonnie's Bistro parking lot 4264 Main St.,4264 Main St,Port Henry,NY,12974,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Wednesday  9am-1pm,June 25 - August 27,M,Y,N,44.0445,-73.45837,"(44.0445, -73.45837)"
Essex,Schroon Lake Farmers' Market,Town Hall parking lot 15 Leland Ave,15 Leland Ave,Scroon Lake,NY,12870,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Monday  9am-1pm,June 30 - September 1,M,Y,N,43.83669,-73.76065,"(43.83669, -73.76065)"
Essex,Ticonderoga Farmers' Market,Rt 9N at Moses Circle near Liberty Monument,State Route 9N and Hague Rd,Ticonderoga,NY,12883,Matt Courtright,5185856619,,Saturday  10am-1pm,July 5 - October 11,M,Y,N,43.84791,-73.43552,"(43.84791, -73.43552)"
Essex,Willsboro Farmers' Market,Route 22 - South of Champlain Bank,Maple St and NY Rt 22,Willsboro,NY,12996,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Thursday  9am-1pm,June 19 - September 4,M,Y,N,44.36556,-73.39408,"(44.36556, -73.39408)"
Franklin,Malone Farmers' Market,"Malone Airport, Rt. 11across from Wal-Mart",Airport Road and US 11,Malone,NY,12953,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Wed  12 Noon-4:30pm,June 11 - October 15,M,Y,Y,44.84733,-74.32773,"(44.84733, -74.32773)"
Franklin,Paul Smiths Farmers' Market,Visitor's Interpretive Center Route 30,8023 New York 30,Paul Smiths,NY,12970,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Friday  2pm-5pm,June 27 - September 12,M,Y,N,44.4485,-74.25941,"(44.4485, -74.25941)"
Franklin,Saranac Lake Farmers' Market,Fusion Market across from boat launch,111 River St,Saranac Lake,NY,12983,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Tuesday  10am-2pm,May 13 - September 30,P/M,Y,N,44.32413,-74.12598,"(44.32413, -74.12598)"
Franklin,Saranac Lake Village Farmers' Market,Riverside Park Main St. & River Sts.,River St and Main St,Saranac Lake,NY,12983,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Saturday  9am-2pm,June 7 - October 25,M,Y,N,44.32503,-74.13178,"(44.32503, -74.13178)"
Franklin,Saranac Lake WINTER Farmers' Market,Harrietstown Hall,39 Main street,Saranac Lake,NY,12983,Ian Ater,5188345012,http://www.ausablevalleygrange.com,TBA,Nov 1 - Dec 27,X,N,N,44.32557,-74.13232,"(44.32557, -74.13232)"
Franklin,Tupper Lake Farmers' Market,Wild Center Museum,1 Museum Drive,Tupper Lake,NY,12986,Vicky Rayl,5187721064,http://www.adirondackfarmersmarket.com,Thursday  11am-3pm,June 5 - September 18,M,Y,N,44.21956,-74.43693,"(44.21956, -74.43693)"
Fulton,Gloversville Farmers' Market,Elm Street Pavilion btwn Church & Spring Sts.,9 Elm St,Gloversville,NY,12078,Anne Marie Johnson,5188636104,,Sat  8:30am-12:30pm,May 10 - October 18,P/M,Y,Y,43.05261,-74.34578,"(43.05261, -74.34578)"
Fulton,Johnstown Farmers' Market,"Sir William Park, parking lotbtwn Main and Church Sts.",Main and William,Johnstown,NY,12095,Anne Marie Johnson,5188636104,,Tuesday  3pm-6pm,May 20 - October 14,P/M,Y,Y,43.00636,-74.37421,"(43.00636, -74.37421)"
Fulton,Northville Farmers' Market,Waterfront Park behind Timeless Tavern,162 South Main St,Northville,NY,12134,Wendy Reu,5188634211,,Tue/Fri  2pm-5pm(Tue runs July 5-Sept 27),May 23 - October 10,P/M,Y,N,43.22568,-74.17102,"(43.22568, -74.17102)"
Genesee,Batavia Farmers' Market,K-Mart parking lot 8363 Lewiston Rd.,8363 Lewiston Rd,Batavia,NY,14020,Scott Christ,5853306161,,Tue/Fri  8am-4pm,June 3 - October 31,M,Y,Y,43.00952,-78.2072,"(43.00952, -78.2072)"
Genesee,Downtown Batavia Farmers' Market,Bank Street and Alva Place In parking lot across from Jerome Center,Bank Street and Alva Place,Batavia,NY,14020,Don Burkel,5853440900,http://www.downtownbataviany.com,Thursday  9am-3:30pm,June 19 - September 25,M,Y,N,42.99906,-78.18152,"(42.99906, -78.18152)"
Genesee,Genesee Country Farmers' Market,"Batavia Downs Casino parking lot 8315 Park Rd., Batavia",8315 Park Rd,Batavia,NY,14020,Sharon Brent,7165600853,http://www.gcfarmersmarket.com,Tue/Fri  8am-5pm,June 10 - October 31,M,Y,Y,43.01001,-78.20528,"(43.01001, -78.20528)"
Genesee,LeRoy Farmers' Market,"Trigon Park, Route 5 (Main St.)",Trigon Park,Le Roy,NY,14482,Sharon Jeary,5857682527,,Saturday  9am-12:30pm,June 21 - October 11,M,Y,N,42.97756,-77.98592,"(42.97756, -77.98592)"
Greene,Coxsackie Riverside Farmers' Market,Coxsackie Riverside Park,1 Betke Blvd,Coxsackie,NY,12051,Kimberly Bender,5183303008,,Wednesday  4pm-7pm,May 28 - October 22,P/M,Y,N,42.3524,-73.79703,"(42.3524, -73.79703)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion,State Route 30 and Elliot Ln,Speculator,NY,12164,Anna Smith,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 26 - September 18,M,Y,N,43.49679,-74.36073,"(43.49679, -74.36073)"
Herkimer,Dolgeville Farmers' Market,Kinney Drugs parking lotMain Street,55 North Main Street,Dolgeville,NY,13329,Carolyn Chavez,3157258999,,Saturday  8am-12 Noon,May 17 - October 31,P/M,Y,N,43.10522,-74.77016,"(43.10522, -74.77016)"
Herkimer,Herkimer Farmers' Market,Herkimer Arc Association parking lot 420 E. German St.,420 East German St,Herkimer,NY,13350,Cat Macera,3158950138,,Monday  1pm-5pm,TBD,,Y,Y,43.03464,-74.9865,"(43.03464, -74.9865)"
Herkimer,Ilion Farmers' Market,"Clapsaddle Farm, heated barns437 Otsego St. (State Rt 51 S)",437 Otsego St,Ilion,NY,13357,James Parker,3158944660,,Friday  12 Noon-6pmSaturday  10am-5pm,Year-round,YR,Y,N,43.00028,-75.04423,"(43.00028, -75.04423)"
Herkimer,Little Falls Farmers' Market,M&T Bank parking lot Albany St.,501 East Main St,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12 Noon,May 3 - October 25,P/M,Y,N,43.04308,-74.8589,"(43.04308, -74.8589)"
Herkimer,Mohawk Farmers' Market,Weller Park 41 West Main St.,41 West Main St,Mohawk,NY,13407,Marilyn Bridger,3158661671,,Wednesday  2pm-5pm,May 21 - October 8,P/M,Y,N,43.01075,-75.00846,"(43.01075, -75.00846)"
Herkimer,Old Forge Farmers' Market,Park Ave. behind Old Forge Hardware,Crosby Blvd and Park Ave,Old Forge,NY,13420,Nicholas Rose,3153693353,,Friday  1pm-5pm,June 27 - October 10,M,Y,Y,43.70893,-74.97286,"(43.70893, -74.97286)"
Herkimer,West Winfield Farmers' Market,"The Federated Church parking lot, 452 E. Main St.",452 E. Main St.,West Winfield,NY,13491,Patti Laymon,3157948154,,Wednesday  4pm-7pm,June 18 - October 22,M,Y,N,42.88486,-75.18946,"(42.88486, -75.18946)"
Jefferson,Alexandria Bay Farmers' Market,Kinney Drugs Parking Lot Rt. 12,21 New York 12,Alexandria Bay,NY,13607,Susan Boyer,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 23 - September 19,P/M,Y,N,44.33191,-75.91425,"(44.33191, -75.91425)"
Jefferson,Cape Vincent Farmers' Market,Village Green  Broadway St. (Rt. 12),Broadway St and James St,Cape Vincent,NY,13618,Shelley Higgins,3156542481,http://www.capevincent.org,Saturday  8am-2pm,June 21 - October 11,M,Y,N,44.12838,-76.33472,"(44.12838, -76.33472)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion, Riverside Dr.(behind Carthage Rescue Squad)",215 Spring St,Carthage,NY,13619,Lori Boland,3154933590,http://www.carthageny.com,Friday  7am-2pm,May 30 - October 31,P/M,Y,Y,43.97798,-75.61225,"(43.97798, -75.61225)"
Jefferson,Greater Watertown-North Country Market,317 Washington St. Dulles State Office Bldg.,317 Washington Street,Watertown,NY,13601,Toni Miller,3157884400,http://www.watertownny.com,Wed  6:30am-3pm,May 28 - TBD,P/M,Y,Y,43.97173,-75.91116,"(43.97173, -75.91116)"
Jefferson,Stone Mills Farmers' Market,"Agricultural Museum, 30950 NY Rt. 180 off Rt. 12, S. of LaFargeville, W from I-81 Ex. 49",30950 Route 180,Stone Mills,NY,13656,Marguerite Raineri,3156582353,,Tuesday 4pm -7pm,June 19 - September 18,M,N,N,44.1127,-75.9755,"(44.1127, -75.9755)"
Jefferson,The Cheese Store Farmers' Market,"19401 NYS Rt. 3, Outer Arsenal St. Jefferson Bulk Milk Co-op, Watertown",State Route 3 and Old Rome Rd,Watertown,NY,13634,Brian Gorman,3157885257,,Friday  2:30pm-6:30pm,June 20 - October 3,M,Y,N,43.96974,-75.98619,"(43.96974, -75.98619)"
Jefferson,Watertown Saturday Farmers' Market,J.B. Wise Pavilion parking lot 175 Black River Parkway,175 Black River Parkway,Watertown,NY,13601,Samuel J. Biondolillo,3157732345,,Saturday  9am-2pm,June 14 - November 1,M,Y,Y,43.97651,-75.90988,"(43.97651, -75.90988)"
Kings,Albee Square Farmers' Market,"Fulton St., corner of Bond St.",Fulton Street and Bond Street,Brooklyn,NY,11201,Johanna Safar,9143181067,,Friday  11am-4pm,June 13 - October 31,P/M,Y,Y,40.6897,-73.98296,"(40.6897, -73.98296)"
Kings,Bartel-Pritchard Square Greenmarket,"Prospect Park West, at 15th St. (inside park entrance)",Bartel Pritchard Square,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-3pm,May 7 - November 26,P/M,Y,Y,40.66094,-73.97979,"(40.66094, -73.97979)"
Kings,Bay Ridge Greenmarket,"Third Ave. & 95th St.,inside Walgreen's parking lot",Third Ave and 95th St,Brooklyn,NY,11209,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-3pm,June 7 - November 22,M,Y,Y,40.61724,-74.03362,"(40.61724, -74.03362)"
Kings,Bensonhurst Greenmarket,18th Ave btwn 81st & 82nd Sts.,8112 Cristoforo Colombo Blvd,Brooklyn,NY,11214,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am-4pm,June 8 - November 23,M,Y,Y,40.60971,-73.99971,"(40.60971, -73.99971)"
Kings,Boro Park Greenmarket,14th Ave. btwn 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am-3pm,July 10 - November 20,M,Y,Y,40.6337,-73.98992,"(40.6337, -73.98992)"
Kings,Brooklyn Borough Hall Greenmarket,"Court & Montague Sts.,Supreme Court Plaza",Court St and Montague St,Brooklyn,NY,11201,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Thu/Sat  8am-6pm,Year-round,YR,Y,Y,40.69375,-73.99047,"(40.69375, -73.99047)"
Kings,Brower Park Farmers' Market,"Brower Park, Crown Heights",Brower Park,Brooklyn,NY,12213,Phil Hawkins,9172736209,,Saturday  8am-4pm,June 14 - November 15,M,Y,N,40.67528,-73.94865,"(40.67528, -73.94865)"
Kings,Brownsville Community Farmers' Market,"514 Rockaway Ave.,Corner of Rockaway & Sutter Ave.",514 Rockaway Ave,Brooklyn,NY,11212,Taylor Gordon,3473884875,http://www.bmsfhc.org,Saturday  8am-4pm,July 19 - November 8,M,Y,Y,40.66746,-73.91048,"(40.66746, -73.91048)"
Kings,Brownsville Pitkin Ave Youthmarket,Pitkin Ave & Thomas S. Boyland St.,Thomas Boyland St and Pitkin Ave,Brooklyn,NY,11212,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Saturday  9am-4pm,July 12 - November 22,M,Y,Y,40.66925,-73.91358,"(40.66925, -73.91358)"
Kings,Brownsville Rockaway Youthmarket,Rockaway & Livonia Aves. (corner),Rockaway Ave and Livonia Ave,Brooklyn,NY,11212,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Friday  1pm-7pm,July 11 - November 21,M,Y,Y,40.66255,-73.90895,"(40.66255, -73.90895)"
Kings,Bushwick Broadway Farmers' Market,"Broadway, Halsey St. & Thomas Boyland",Halsey St and Broadway Ave.,Brooklyn,NY,11385,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Thursday  10am-6pm,June 12 - November 13,M,Y,Y,40.69952,-73.91106,"(40.69952, -73.91106)"
Kings,Bushwick Campus Farmers' Market,Irving Ave. & Woodbine St.,Irving Ave and Woodbine Ave,Brooklyn,NY,11237,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Thursday  2pm-5pm,June 12 - November 13,M,Y,Y,40.69755,-73.9118,"(40.69755, -73.9118)"
Kings,Bushwick Farmers' Market,"Bushwick Ave, btwn Boerum & Mckibbin Sts.",291 Bushwick Ave,Brooklyn,NY,11221,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Wednesday  12 Noon-6pm,June 4 - November 12,M,Y,Y,40.7057,-73.93919,"(40.7057, -73.93919)"
Kings,Bushwick Maria Hernandez Farmers' Market,corner of Knickerbocker Ave. & Starr St.outside Maria Hernandez Park,Knickerbocker Ave and Starr St,Brooklyn,NY,11237,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Saturday  9am-4pm,June 7 - November 15,M,Y,Y,40.70281,-73.92539,"(40.70281, -73.92539)"
Kings,Bushwick Myrtle Ave. Farmers' Market,Myrtle Ave. & Grove St.,Myrtle Ave and Grove St,Brooklyn,NY,11237,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Friday 12 Noon-5 pm,June 6 - November 14,M,Y,Y,40.69916,-73.91492,"(40.69916, -73.91492)"
Kings,Carroll Gardens Greenmarket,"Carroll St., btwn Court & Smith Sts.",Carroll St and Court St,Brooklyn,NY,11231,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  8am-3pm,Year-round,YR,Y,Y,40.68106,-73.99653,"(40.68106, -73.99653)"
Kings,Coney Island Farmers' Market,Surf Ave. & W. 16th St.,Surf Ave and West 16th Street,Brooklyn,NY,11224,Lisa Jones,7182664653,http://www.astelladevelopment.org,Sunday  9am-3pm,June 22 - November 23,M,Y,Y,40.57542,-73.98337,"(40.57542, -73.98337)"
Kings,Cooper Park Farmers' Market,"Cooper Park, Maspeth Ave. & Olive St.,",Cooper Park,Brooklyn,NY,11211,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-4pm,May 25 - November 23,P/M,Y,Y,40.71607,-73.93868,"(40.71607, -73.93868)"
Kings,Cortelyou Greenmarket,"Cortelyou Rd., btwn Argyle & Rugby Rds.",Cortelyou Rd and Argyle Rd,Brooklyn,NY,11226,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  8am-4pm,Year-round,YR,Y,Y,40.64044,-73.96617,"(40.64044, -73.96617)"
Kings,Crown Heights Hamilton Metz Farmers' Market,"Hamilton Metz Park, Albany & Lefferts Aves.",Albany Ave and Lefferts Ave,Brooklyn,NY,11213,Nancie Katz,9176973745,http://www.seedsinthemiddle.org,Thursday  1pm-7pm,May 15 - November 13,P/M,Y,Y,40.66303,-73.94001,"(40.66303, -73.94001)"
Kings,Crown Heights Parkside Plaza Farmers' Market,"Parkside Ave.,btwn Ocean & Flatbush Aves.",1-199 Parkside Ave,Brooklyn,NY,11226,Nancie Katz,9176973745,http://www.seedsinthemiddle.org,Friday  9am-7pm,May 16 - November 14,P/M,Y,N,40.65531,-73.96123,"(40.65531, -73.96123)"
